369,North Korea,39.000000,125.470001,country
370,Norway,61.834999,8.100000,country
371,Oman,20.184999,56.210003,country
372,Pakistan,28.955002,70.049995,country
374,Panama,8.580000,-79.320000,country
375,Papua New Guinea,-9.300000,147.070007,country
376,Paraguay,-25.160000,-57.400002,country
377,Peru,-10.596667,-73.826668,country
378,Philippines,14.350000,120.589996,country
380,Poland,53.190002,19.700001,country
381,Portugal,38.439999,-9.080000,country
382,Puerto Rico,18.280001,-66.070000,country
383,Qatar,25.150000,51.360001,country
384,Republic of China,35.049999,103.320000,country
385,Republic of Congo,4.140000,15.140000,country
386,Republic of Macedonia,42.000000,21.280001,country
387,Romania,44.259998,26.059999,country
388,Runion,-20.520000,55.270000,country
389,Russia,60.623333,90.786667,country
390,Rwanda,-1.560000,30.040001,country
392,Saint Lucia,14.010000,-60.590000,country
394,Saudi Arabia,24.389999,46.459999,country
395,Scotland,55.529999,-4.150000,country
396,Senegal,14.400000,-17.260000,country
397,Serbia,44.500000,20.299999,country
399,Sierra Leone,8.300000,-13.150000,country
400,Singapore,1.180000,103.500000,country
401,Slovakia,48.099998,17.100000,country
402,Slovenia,46.040001,14.300000,country
403,So Tom and Prncipe,0.190000,6.430000,country
404,Solomon Islands,-9.280000,159.570007,country
405,Somalia,2.020000,45.209999,country
406,South Africa,-30.165001,24.809999,country
407,South Korea,37.320000,127.000000,country
408,Spain,40.735001,-0.650000,country
409,Sri Lanka,6.550000,79.519997,country
410,Sudan,15.360000,32.320000,country
411,Suriname,5.500000,-55.099998,country
412,Swaziland,-26.200001,31.080000,country
413,Sweden,59.200001,18.030001,country
414,Switzerland,46.895000,7.800000,country
415,Syria,33.299999,36.180000,country
416,Tajikistan,38.380001,68.510002,country
417,Tanzania,-7.536667,39.263332,country
418,Thailand,13.440000,100.300003,country
419,Togo,6.080000,1.130000,country
421,Trinidad and Tobago,10.380000,-61.310001,country
422,Tunisia,35.459999,10.285000,country
423,Turkey,40.520000,33.503334,country
424,Turkmenistan,37.580002,58.240002,country
427,Uganda,1.066700,31.883301,country
428,Ukraine,50.250000,30.430000,country
429,United Arab Emirates,24.719999,54.710003,country
430,United States,33.324001,-106.450005,country
431,Uruguay,-34.529999,-56.110001,country
432,Uzbekistan,41.160000,69.129997,country
433,Vanuatu,-17.450001,168.179993,country
434,Venezuela,9.270000,-68.820000,country
435,Vietnam,21.003300,105.849998,country
436,Wallis and Futuna,-13.220000,-176.119995,country
437,Yemen,15.240000,44.139999,country
438,Zambia,-7.110000,31.160000,country
439,Zimbabwe,-17.500000,31.299999,country
